cycle,scheduled_ns,start_ns,finish_ns,jitter_us,execution_us,response_us,deadline_miss
69,10487120387628,10487120409276,10487120493026,21.648,83.750,105.398,0
70,10487140387628,10487140406810,10487140490612,19.182,83.802,102.984,0
71,10487160387628,10487160409656,10487160493406,22.028,83.750,105.778,0
72,10487180387628,10487180408961,10487180492762,21.333,83.801,105.134,0
73,10487200387628,10487200409723,10487200493473,22.095,83.750,105.845,0
74,10487220387628,10487220409132,10487220492882,21.504,83.750,105.254,0
75,10487240387628,10487240409166,10487240492915,21.538,83.749,105.287,0
76,10487260387628,10487260406231,10487260490032,18.603,83.801,102.404,0
77,10487280387628,10487280405639,10487280489389,18.011,83.750,101.761,0
78,10487300387628,10487300409944,10487300493746,22.316,83.802,106.118,0
79,10487320387628,10487320409457,10487320493206,21.829,83.749,105.578,0
80,10487340387628,10487340409334,10487340493084,21.706,83.750,105.456,0
81,10487360387628,10487360409159,10487360492961,21.531,83.802,105.333,0
82,10487380387628,10487380408828,10487380492630,21.200,83.802,105.002,0
83,10487400387628,10487400407091,10487400490893,19.463,83.802,103.265,0
84,10487420387628,10487420409208,10487420492958,21.580,83.750,105.330,0
85,10487440387628,10487440403044,10487440486846,15.416,83.802,99.218,0
86,10487460387628,10487460407036,10487460490786,19.408,83.750,103.158,0
87,10487480387628,10487480429309,10487480513788,41.681,84.479,126.160,0
88,10487500387628,10487500424707,10487500526999,37.079,102.292,139.371,0
89,10487520387628,10487520425001,10487520497553,37.373,72.552,109.925,0
90,10487540387628,10487540407952,10487540480087,20.324,72.135,92.459,0
91,10487560387628,10487560402100,10487560473923,14.472,71.823,86.295,0
92,10487580387628,10487580400207,10487580472029,12.579,71.822,84.401,0
93,10487600387628,10487600401699,10487600473521,14.071,71.822,85.893,0
94,10487620387628,10487620400534,10487620472305,12.906,71.771,84.677,0
95,10487640387628,10487640400203,10487640472026,12.575,71.823,84.398,0
96,10487660387628,10487660400549,10487660472424,12.921,71.875,84.796,0
97,10487680387628,10487680404489,10487680476312,16.861,71.823,88.684,0
98,10487700387628,10487700416606,10487700488429,28.978,71.823,100.801,0
99,10487720387628,10487720410442,10487720494296,22.814,83.854,106.668,0
100,10487740387628,10487740410319,10487740494121,22.691,83.802,106.493,0
101,10487760387628,10487760411395,10487760495353,23.767,83.958,107.725,0
102,10487780387628,10487780406897,10487780490647,19.269,83.750,103.019,0
103,10487800387628,10487800406879,10487800490681,19.251,83.802,103.053,0
104,10487820387628,10487820406027,10487820489829,18.399,83.802,102.201,0
105,10487840387628,10487840405852,10487840489602,18.224,83.750,101.974,0
106,10487860387628,10487860412292,10487860496042,24.664,83.750,108.414,0
107,10487880387628,10487880409774,10487880493523,22.146,83.749,105.895,0
108,10487900387628,10487900410120,10487900493869,22.492,83.749,106.241,0
109,10487920387628,10487920409997,10487920493799,22.369,83.802,106.171,0
110,10487940387628,10487940409510,10487940493260,21.882,83.750,105.632,0
111,10487960387628,10487960416523,10487960500585,28.895,84.062,112.957,0
112,10487980387628,10487980406140,10487980489889,18.512,83.749,102.261,0
113,10488000387628,10488000415756,10488000499558,28.128,83.802,111.930,0
114,10488020387628,10488020431311,10488020515529,43.683,84.218,127.901,0
115,10488040387628,10488040408949,10488040493063,21.321,84.114,105.435,0
116,10488060387628,10488060406430,10488060490232,18.802,83.802,102.604,0
117,10488080387628,10488080405526,10488080489276,17.898,83.750,101.648,0
118,10488100387628,10488100410351,10488100494101,22.723,83.750,106.473,0
119,10488120387628,10488120407572,10488120491374,19.944,83.802,103.746,0
120,10488140387628,10488140410366,10488140494168,22.738,83.802,106.540,0
121,10488160387628,10488160409463,10488160493264,21.835,83.801,105.636,0
122,10488180387628,10488180409965,10488180493715,22.337,83.750,106.087,0
123,10488200387628,10488200409373,10488200493123,21.745,83.750,105.495,0
